City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,machico,32.7,-16.7667,15.4,80,20,1.03,PT,1711935294
282,codrington,-38.2667,141.9667,22.53,59,100,4.63,AU,1711935294
283,kitimat,54.0524,-128.6534,13.21,71,73,5.81,CA,1711935295
284,cabo san lucas,22.8909,-109.9124,23.17,67,75,4.63,MX,1711934681
285,campo formoso,-10.5075,-40.3214,23.66,80,52,1.68,BR,1711935295
286,papao,-17.75,-149.55,27.82,83,99,12.28,PF,1711935295
287,wolin,53.8421,14.6147,7.77,91,97,1.24,PL,1711935295
288,port hedland,-20.3167,118.5667,35.03,26,3,5.14,AU,1711935142
289,shalkar,47.8288,59.6258,2.94,70,30,0.92,KZ,1711935296
290,gazojak,41.1875,61.4036,11.04,35,100,3.72,TM,1711935296
291,port macquarie,-31.4333,152.9167,25.5,63,59,3.01,AU,1711935296
292,cidreira,-30.1811,-50.2056,22.98,90,100,2.73,BR,1711935296
293,greymouth,-42.4667,171.2,15.18,71,100,1.67,NZ,1711935296
294,dubbo,-32.25,148.6167,27.07,44,0,2.57,AU,1711935057
295,caleta de carquin,-11.0925,-77.6267,22.48,83,100,4.58,PE,1711935297
296,taslicay,39.6336,43.375,3.64,57,1,0.62,TR,1711935297
297,rabo de peixe,37.8,-25.5833,13.73,67,40,5.14,PT,1711935297
298,khash,28.2211,61.2158,14.48,21,95,0.38,IR,1711935298
299,fort st. john,56.2499,-120.8529,11.94,32,20,12.35,CA,1711935148
300,coquimbo,-29.9533,-71.3436,18.53,75,0,1.85,CL,1711935012
301,kalabo,-14.97,22.6814,19.33,91,100,1.54,ZM,1711935256
302,nar'yan-mar,67.6713,53.087,-13.27,94,26,3.58,RU,1711935298
303,floro,61.5996,5.0328,4.04,93,2,1.54,NO,1711935299
304,ban houakhoua,20.2453,100.4547,31.8,26,7,0.58,LA,1711935299
305,oum hadjer,13.2954,19.6966,28.39,13,100,4.92,TD,1711935299
306,mejit,10.2753,170.8646,27.09,76,77,9.58,MH,1711935299
307,howard springs,-12.497,131.047,31.01,82,100,3.01,AU,1711935300
308,mormugao,15.4,73.8,26.59,83,20,0.51,IN,1711935300
309,puerto baquerizo moreno,-0.9,-89.6,24.55,83,9,4.37,EC,1711935300
310,taltal,-25.4,-70.4833,19.87,80,20,2.37,CL,1711935071
311,katsuren-haebaru,26.3369,127.8719,25.22,74,75,3.09,JP,1711935300
312,nogliki,51.8333,143.1667,0.19,91,100,1.34,RU,1711935301
313,villadossola,46.0732,8.2674,11.57,88,100,1.56,IT,1711935301
314,agryz,56.5203,52.9942,2.66,99,100,3.17,RU,1711935301
315,sao jose de ribamar,-2.5619,-44.0542,27.21,84,100,3.53,BR,1711935301
316,cockburn town,21.4612,-71.1419,22.98,64,40,4.12,TC,1711935186
317,mahibadhoo,3.7833,72.9667,28.83,72,12,2.33,MV,1711935302
318,miri,4.4148,114.0089,29.08,84,40,1.03,MY,1711935302
319,yreka,41.7354,-122.6345,13.1,44,0,7.72,US,1711935302
320,cullowhee,35.3137,-83.1765,19.83,70,0,1.13,US,1711935005
321,nolinsk,57.5596,49.9363,1.88,87,100,2.26,RU,1711935303
322,mugia,43.1041,-9.2179,10.51,76,27,11.64,ES,1711935303
323,mandalgovi,45.7625,106.2708,7.68,57,100,9.76,MN,1711935304
324,navoiy,40.0844,65.3792,6.71,65,100,1.03,UZ,1711935304
325,kununurra,-15.7667,128.7333,29.99,74,100,2.06,AU,1711935043
326,gamba,-2.65,10.0,24.57,91,100,2.62,GA,1711935304
327,valozhyn,54.0909,26.5225,12.04,77,87,4.13,BY,1711935305
328,bahia blanca,-38.7196,-62.2724,13.24,59,51,3.52,AR,1711935166
329,dien bien phu,21.3833,103.0167,30.99,29,71,1.71,VN,1711935305
330,touros,-5.1989,-35.4608,25.01,92,100,2.74,BR,1711935182
331,qui nhon,13.7667,109.2333,29.09,66,16,3.08,VN,1711935306
332,el haouaria,37.05,11.0144,18.01,47,58,7.2,TN,1711935306
333,turkestan,43.3333,68.25,7.65,50,7,2.23,KZ,1711935306
334,yamazakicho-nakabirose,35.0,134.55,17.75,36,0,3.74,JP,1711935307
335,az zuwaytinah,30.9522,20.1202,21.26,35,32,4.44,LY,1711935307
336,tangalle,6.024,80.7911,25.09,80,43,2.89,LK,1711935307
337,motueka,-41.1333,173.0167,16.72,75,88,2.58,NZ,1711935307
338,corfu,39.62,19.9197,16.88,67,0,0.0,GR,1711935178
339,acapulco de juarez,16.8634,-99.8901,26.9,78,0,3.6,MX,1711935307
340,debark',13.1561,37.8981,13.06,36,70,1.04,ET,1711935308
341,ambon,-3.6954,128.1814,31.08,70,20,2.06,ID,1711935308
342,palmas,-10.2128,-48.3603,26.93,94,20,1.54,BR,1711934733
343,buala,-8.145,159.5921,26.19,89,100,1.23,SB,1711935309
344,igunga,-4.2833,33.8833,18.0,96,96,2.16,TZ,1711935309
345,thongwa,16.7619,96.5278,25.09,46,0,1.77,MM,1711935309
346,mangrol,21.1167,70.1167,23.91,71,100,5.15,IN,1711935309
347,prilep,41.3464,21.5544,11.77,62,100,1.37,MK,1711935285
348,rosarito,32.3333,-117.0333,15.23,79,100,6.97,MX,1711935281
349,saldanha,-33.0117,17.9442,14.03,81,0,2.45,ZA,1711935310
350,kavaratti,10.5669,72.642,28.5,68,100,2.56,IN,1711935310
351,walvis bay,-22.9575,14.5053,15.61,94,20,3.78,NA,1711935310
352,mawu,29.5923,107.3139,21.65,72,100,1.29,CN,1711935311
353,taroa,8.7058,171.2275,27.51,79,100,8.66,MH,1711935311
354,tondano,1.3038,124.9112,23.05,82,88,2.56,ID,1711935311
355,hirara,24.8,125.2833,22.92,88,75,5.14,JP,1711935311
356,kattivakkam,13.2167,80.3167,28.05,75,18,2.57,IN,1711935311
357,nemuro,43.3236,145.575,2.19,66,6,1.3,JP,1711935311
358,timimoun,29.2639,0.231,19.21,27,0,4.63,DZ,1711935312
359,bedele,8.456,36.353,15.66,84,96,0.66,ET,1711935312
360,bambanglipuro,-7.95,110.2833,28.65,75,55,4.27,ID,1711935312
361,portland,45.5234,-122.6762,18.32,41,20,4.63,US,1711934886
362,youhao,47.8667,128.8333,-0.02,47,100,4.49,CN,1711935313
363,tamiahua,21.2667,-97.45,24.04,90,9,6.39,MX,1711935313
364,aykhal,66.0,111.5,-8.19,93,92,5.23,RU,1711935313
365,burang,30.25,81.1667,-6.71,74,41,0.65,CN,1711935313
366,mmabatho,-25.85,25.6333,16.98,77,100,3.09,ZA,1711935313
367,ndioum,16.5129,-14.6471,27.69,17,13,6.09,SN,1711935314
368,myitkyina,25.3833,97.4,23.14,69,31,1.54,MM,1711935314
369,arno,60.1167,18.6333,1.55,96,100,4.55,SE,1711935314
370,rio preto da eva,-2.6994,-59.6997,24.32,98,42,1.27,BR,1711935314
371,aomori,40.8244,140.74,9.73,59,75,4.12,JP,1711934983
372,kalevala,65.2,31.1667,-1.62,88,100,2.24,RU,1711935314
373,ciudad lazaro cardenas,17.9583,-102.2,23.41,82,8,2.24,MX,1711935194
374,iskateley,67.6803,53.1512,-13.32,94,26,3.58,RU,1711935315
375,maloye ganyushkino,46.6,49.2667,7.58,68,12,1.16,KZ,1711935315
376,hawkesbury,45.6001,-74.616,5.16,63,4,1.1,CA,1711935315
377,andovoranto,-18.95,49.1,23.28,93,39,3.7,MG,1711935315
378,saint-joseph,-21.3667,55.6167,26.21,85,100,4.7,RE,1711935316
379,tarauaca,-8.1614,-70.7656,23.46,95,100,0.33,BR,1711935316
380,westville,41.5414,-86.9006,7.88,94,100,2.06,US,1711935316
381,lensk,60.7253,114.9278,-5.23,74,5,1.24,RU,1711935316
382,talcher,20.95,85.2167,31.29,42,4,1.56,IN,1711935316
383,kani keli,-12.9536,45.1033,28.59,76,31,3.87,YT,1711935317
384,arauquita,7.0292,-71.4281,27.31,60,99,1.03,CO,1711935317
385,ust-tsilma,65.441,52.1498,-7.62,93,100,3.65,RU,1711935317
386,linares,-35.85,-71.6,13.72,31,100,2.7,CL,1711935206
387,xining,36.6167,101.7667,9.89,48,100,0.98,CN,1711935318
388,tofol,5.3248,163.0078,30.88,70,100,8.75,FM,1711935318
389,itaueira,-7.6033,-43.0256,23.33,97,100,2.19,BR,1711935318
390,saipan,15.1355,145.701,28.39,1,75,8.75,MP,1711935169
391,fortuna,40.5982,-124.1573,12.97,80,75,9.26,US,1711935319
392,jiwani,25.05,61.7417,24.16,72,85,3.75,PK,1711935319
393,sterling,39.0062,-77.4286,14.43,73,40,1.54,US,1711935319
394,humboldt,40.6665,-123.9178,10.33,86,23,2.49,US,1711935319
395,murghob,38.1702,73.9667,-12.71,53,95,2.37,TJ,1711935319
396,takoradi,4.8845,-1.7554,27.7,87,77,3.7,GH,1711935320
397,beni mellal,32.3373,-6.3498,13.0,85,3,3.09,MA,1711935320
398,peniche,39.3558,-9.3811,13.39,81,5,8.9,PT,1711935320
399,playa vicente,17.8333,-95.8167,28.47,52,7,1.97,MX,1711935320
400,thief river falls,48.1191,-96.1812,0.96,51,0,3.09,US,1711935320
401,escarcega,18.6089,-90.7454,27.78,41,8,2.06,MX,1711935321
402,xunchang,28.4543,104.715,23.99,54,84,1.25,CN,1711935321
403,fort bragg,35.139,-79.006,23.91,47,0,2.57,US,1711935321
404,farasan,16.7022,42.1183,28.5,80,3,6.56,SA,1711935321
405,quartu sant'elena,39.2419,9.1839,18.33,69,75,4.63,IT,1711935055
406,tibati,6.4667,12.6333,22.21,85,100,2.35,CM,1711935321
407,yesilhisar,38.3497,35.0867,12.5,50,87,0.21,TR,1711935322
408,serdar,38.9764,56.2757,11.49,65,95,1.73,TM,1711935322
409,shahr-e kord,32.3256,50.8644,-0.13,69,0,1.03,IR,1711935322
410,ugoofaaru,5.6667,73.0,28.7,73,51,2.71,MV,1711935322
411,bodaybo,57.8506,114.1933,-9.31,84,100,0.5,RU,1711935322
412,port maria,18.3685,-76.8895,27.98,83,30,3.26,JM,1711935323
413,amlagora,22.8333,87.3333,31.59,37,0,3.57,IN,1711935323
414,novodvinsk,64.4165,40.8122,-7.34,98,97,2.04,RU,1711935323
415,umm ruwaba,12.9061,31.2158,21.66,13,7,3.09,SD,1711935323
416,weining,26.85,104.2333,17.66,45,0,5.38,CN,1711935323
417,sanand,22.9833,72.3833,25.12,57,21,2.08,IN,1711935323
418,taoudenni,22.6783,-3.9836,28.46,16,73,3.27,ML,1711935324
419,kolondieba,11.0882,-6.8926,31.83,35,37,1.55,ML,1711935324
420,funadhoo,6.15,73.2667,28.78,73,50,3.04,MV,1711935324
421,tosontsengel,48.7567,98.2839,-4.57,88,94,2.51,MN,1711935324
422,guerrero negro,27.9769,-114.0611,16.55,60,1,6.11,MX,1711935118
423,al jawf,29.5,38.75,16.48,56,0,3.4,SA,1711935325
424,dunedin,-45.8742,170.5036,12.11,88,100,1.79,NZ,1711935147
425,kailaras,26.3167,77.6167,24.7,25,57,1.51,IN,1711935325
426,inari,68.906,27.0288,-9.46,100,100,0.98,FI,1711935325
427,hadibu,12.65,54.0333,26.32,74,1,4.3,YE,1711935325
428,cafayate,-26.073,-65.9761,21.18,78,14,2.16,AR,1711935029
429,alo,7.4178,6.7371,27.99,78,99,2.81,NG,1711935326
430,kerikeri,-35.2268,173.9474,22.73,67,24,0.45,NZ,1711935326
431,jinchang,38.4953,102.1739,11.08,47,100,5.25,CN,1711935326
432,yeppoon,-23.1333,150.7333,26.88,65,95,6.18,AU,1711935326
433,valdivia,-39.8142,-73.2459,9.05,86,0,1.06,CL,1711935326
434,micheweni,-4.9667,39.8333,26.55,83,56,2.32,TZ,1711935327
435,nadym,65.5333,72.5167,-11.13,81,100,8.61,RU,1711935327
436,goz beida,13.95,20.55,26.18,12,100,4.07,TD,1711935327
437,bonthe,7.5264,-12.505,26.06,89,80,2.53,SL,1711935327
438,berezovyy,51.6667,135.7,0.17,73,100,3.25,RU,1711935327
439,saint-francois,46.4154,3.9054,7.69,94,100,5.14,FR,1711935328
440,weno,7.4515,151.8468,30.97,74,40,4.63,FM,1711935328
441,anastacio,-20.4836,-55.8069,22.81,98,100,1.58,BR,1711935328
442,taro,-8.3862,115.28,24.0,67,81,1.59,ID,1711935328
443,kuybyshev,55.4475,78.3218,-0.13,99,100,3.12,RU,1711935328
444,leticia,-4.2153,-69.9406,26.03,94,20,0.0,CO,1711935328
445,queenstown,-31.8976,26.8753,18.75,60,100,2.5,ZA,1711935329
446,smithers,54.7804,-127.1743,12.18,22,20,1.54,CA,1711935309
447,ancud,-41.8697,-73.8203,7.85,83,1,1.92,CL,1711935232
448,villa la angostura,-40.7617,-71.6463,1.89,86,0,2.2,AR,1711935329
449,opuwo,-18.0607,13.84,19.71,43,6,1.36,NA,1711935329
450,axim,4.8699,-2.2405,27.63,87,75,3.48,GH,1711935330
451,ayabe,35.3,135.25,16.08,40,0,3.55,JP,1711935330
452,ketchikan,55.3422,-131.6461,9.08,49,20,5.14,US,1711935330
453,ibanda,-2.7974,32.4746,18.88,97,100,1.28,TZ,1711935330
454,paita,-5.0892,-81.1144,22.61,79,85,5.8,PE,1711935144
455,mount pearl,47.5166,-52.7813,1.7,85,75,6.17,CA,1711935191
456,nova vicosa,-17.8919,-39.3719,25.79,89,78,3.72,BR,1711935331
457,klaeng,12.7797,101.6483,33.59,62,6,4.65,TH,1711935331
458,howrah,22.5892,88.3103,29.0,74,0,3.09,IN,1711935331
459,gueckedou,8.6667,-10.25,23.69,87,90,2.99,GN,1711935332
460,la ronge,55.1001,-105.2842,0.14,51,0,3.6,CA,1711935332
461,betio village,1.358,172.9211,31.02,79,69,6.31,KI,1711935332
462,saint-pierre,-21.3393,55.4781,26.82,74,100,2.57,RE,1711935175
463,balta,47.9355,29.6198,10.89,76,16,4.45,UA,1711935332
464,punta alta,-38.8759,-62.0736,13.51,61,58,4.25,AR,1711935073
465,kirensk,57.7853,108.1119,0.54,99,100,3.13,RU,1711935333
466,tuy hoa,13.0833,109.3,30.93,60,9,1.5,VN,1711935333
467,mocimboa,-11.3167,40.35,23.96,93,99,3.0,MZ,1711935333
468,tabas,33.5959,56.9244,16.12,27,0,2.06,IR,1711935333
469,shimla,31.1,77.1667,12.39,31,100,0.0,IN,1711935051
470,prado,-17.3411,-39.2208,25.56,90,89,2.73,BR,1711935334
471,hovd,48.0056,91.6419,2.17,41,66,0.93,MN,1711935334
472,zykovo,55.9519,93.1461,-2.23,69,93,5.3,RU,1711935334
473,rohru,31.2167,77.75,11.73,48,100,2.04,IN,1711935335
474,murzuq,25.9155,13.9184,23.64,13,0,5.18,LY,1711935065
475,colesberg,-30.72,25.0972,18.07,67,99,2.34,ZA,1711935255
476,lorengau,-2.0226,147.2712,29.15,80,75,3.45,PG,1711935335
477,cheney,47.4874,-117.5758,14.1,31,40,4.12,US,1711935245
478,nuuk,64.1835,-51.7216,2.34,48,40,3.09,GL,1711935060
479,gelnica,48.8558,20.9371,14.15,89,100,1.85,SK,1711935336
480,gizo,-8.103,156.8419,27.78,83,99,5.04,SB,1711935336
481,tannum sands,-23.9504,151.3693,26.94,65,75,5.14,AU,1711935336
482,alaghsas,17.0187,8.0168,29.82,10,6,4.41,NE,1711935336
483,nouadhibou,20.931,-17.0347,18.99,72,2,7.2,MR,1711935336
484,thunder bay,48.4001,-89.3168,0.99,44,20,4.12,CA,1711935280
485,at taj,24.2049,23.2857,18.76,31,0,4.63,LY,1711935337
486,gunnedah,-30.9833,150.25,28.72,33,89,0.62,AU,1711935054
487,slave lake,55.2834,-114.769,9.99,32,100,3.6,CA,1711935125
488,charters towers,-20.1,146.2667,28.94,50,57,5.54,AU,1711935337
489,pandan,14.0453,124.1694,29.15,68,97,3.32,PH,1711935337
490,alice springs,-23.7,133.8833,30.12,50,40,3.09,AU,1711935338
491,broken hill,-31.95,141.4333,25.25,54,98,6.87,AU,1711935338
492,avanigadda,16.0215,80.9181,25.53,69,7,3.47,IN,1711935338
493,richards bay,-28.783,32.0377,21.62,80,62,5.29,ZA,1711935338
494,bukama,-9.2,25.85,21.11,99,100,0.92,CD,1711935338
495,okakarara,-20.5833,17.4333,17.09,89,0,0.94,NA,1711935339
496,copiapo,-27.3667,-70.3333,16.83,69,0,1.22,CL,1711935200
497,shimoda,34.6667,138.95,14.2,73,7,1.48,JP,1711935339
498,betong,5.7743,101.0723,26.66,86,98,0.95,TH,1711935339
499,thinadhoo,0.5333,72.9333,29.24,70,33,2.88,MV,1711935339
500,kalnibolotskaya,46.0058,40.4568,11.14,67,11,3.43,RU,1711935339
501,qaryat suluq,31.6682,20.2521,19.58,38,0,5.47,LY,1711935340
502,lautoka,-17.6167,177.4667,28.92,79,75,0.0,FJ,1711935340
503,catanduva,-21.1378,-48.9728,25.37,66,87,1.82,BR,1711935340
504,sorong,-0.8833,131.25,28.55,79,80,2.82,ID,1711935340
505,makar'yev,57.8797,43.8069,-0.06,98,92,1.93,RU,1711935341
506,rio grande,-32.035,-52.0986,21.15,86,100,6.45,BR,1711935297
507,palmer,42.1584,-72.3287,7.73,65,20,2.06,US,1711935322
508,camana,-16.6228,-72.7111,22.48,84,100,3.11,PE,1711935341
509,pacific grove,36.6177,-121.9166,15.96,80,75,5.66,US,1711935064
510,sicuani,-14.2694,-71.2261,8.11,80,100,1.43,PE,1711935341
511,yumbe,3.4651,31.2469,19.4,92,47,1.76,UG,1711935342
512,puerto san jose,13.9256,-90.8244,27.45,77,17,2.32,GT,1711935342
513,jayapura,-2.5333,140.7,29.66,61,100,1.45,ID,1711935271
514,glace bay,46.1969,-59.957,-0.48,75,40,2.24,CA,1711935342
515,urengoy,65.9667,78.3667,-17.59,94,99,3.08,RU,1711935342
516,torres,-29.3353,-49.7269,23.24,85,80,1.14,BR,1711935336
517,eyl,7.9803,49.8164,26.52,77,11,4.65,SO,1711935343
518,veraval,20.9,70.3667,24.02,68,100,5.91,IN,1711935343
519,castillos,-34.1667,-53.8333,16.03,75,100,4.46,UY,1711935200
520,biltine,14.5333,20.9167,26.37,11,98,4.5,TD,1711935343
521,notodden,59.5594,9.2585,1.95,91,99,2.26,NO,1711935343
522,mersa matruh,31.3525,27.2453,17.11,88,0,2.57,EG,1711935344
523,petauke,-14.2426,31.3253,18.52,85,38,4.91,ZM,1711935344
524,muang phon-hong,18.4928,102.4172,31.86,36,3,0.87,LA,1711935344
525,pervomayskoye,43.919,46.7102,9.49,88,33,2.9,RU,1711935344
526,mitchell,43.7094,-98.0298,5.99,61,100,5.14,US,1711935338
527,pangoa,-12.1167,-73.0,20.58,99,95,0.85,PE,1711935344
528,arroyo,41.6096,-4.7969,4.52,87,0,5.14,ES,1711935345
529,galveston,29.3669,-94.9669,23.43,87,100,5.66,US,1711934794
530,natal,-5.795,-35.2094,25.36,94,0,1.54,BR,1711935243
531,villanueva,15.3167,-88.0,27.55,78,20,4.12,HN,1711935345
532,conde,-7.2597,-34.9075,24.7,94,0,1.54,BR,1711935345
533,ulsan,35.5372,129.3167,17.74,29,0,2.08,KR,1711935345
534,san martin,-33.081,-68.4681,19.3,32,1,6.37,AR,1711935346
535,swakopmund,-22.6833,14.5333,15.55,88,7,2.78,NA,1711935290
536,marsabit,2.3284,37.9899,18.11,93,63,5.67,KE,1711935346
537,rio gallegos,-51.6226,-69.2181,9.03,57,0,4.12,AR,1711935071
538,pointe-noire,-4.7761,11.8635,26.15,89,100,1.84,CG,1711935346
539,labrador city,52.9463,-66.9114,-6.05,73,100,3.6,CA,1711935346
540,orchard homes,46.8633,-114.0484,10.08,37,0,3.09,US,1711935347
541,gamboma,-1.8764,15.8644,22.23,94,98,0.86,CG,1711935347
542,val-d'or,48.1002,-77.7828,1.05,55,100,1.03,CA,1711935327
543,chichen-itza,20.6667,-88.5667,25.68,64,0,3.64,MX,1711935347
544,casino,-28.8667,153.05,24.76,59,95,1.12,AU,1711935085
545,puerto wilches,7.3483,-73.896,28.31,89,99,1.93,CO,1711935348
546,milford haven,51.7128,-5.0341,8.81,94,100,5.93,GB,1711935348
547,krasnogorskoye,52.2953,86.1979,2.27,100,100,2.36,RU,1711935348
548,bride,54.3826,-4.3892,7.74,83,98,9.2,IM,1711935348
549,tsiombe,-25.3,45.4833,22.44,82,84,8.17,MG,1711935349
550,ichhawar,23.0167,77.0167,20.05,20,100,3.04,IN,1711935349
551,bodo,67.28,14.405,1.54,69,100,6.17,NO,1711935298
552,divnogorsk,55.9594,92.3619,-2.37,78,95,4.83,RU,1711935349
553,flagstaff,35.1981,-111.6513,1.57,84,75,4.63,US,1711935290
554,acarau,-2.8856,-40.12,24.88,87,100,1.79,BR,1711935349
555,zaozersk,69.4005,32.4476,-13.76,97,79,1.75,RU,1711935350
556,nyrob,60.733,56.7202,0.56,93,100,4.43,RU,1711935350
557,the hammocks,25.6715,-80.4445,23.0,70,0,2.57,US,1711935350
558,yoichi,43.2039,140.7703,4.64,59,100,7.69,JP,1711935350
559,amalapuram,16.5833,82.0167,28.06,69,3,1.96,IN,1711935350
560,nanjing,32.0617,118.7778,18.95,68,3,4.67,CN,1711935351
561,sisimiut,66.9395,-53.6735,-2.18,72,100,4.22,GL,1711935351
562,corinto,37.9407,22.9573,14.57,60,94,0.44,GR,1711935351
563,navrongo,10.8956,-1.0921,34.55,23,100,1.99,GH,1711935351
564,mandali,33.7499,45.5541,19.46,38,0,3.61,IQ,1711935351
565,farafangana,-22.8167,47.8333,23.02,91,95,2.7,MG,1711935352
